client_id,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth
3735198,190,40.0,F,3,149270.65,5,8
1687900,68,33.5,M,2,46526.28999999999,1,5
3133671,61,73.5,,2,243462.46,2,5
7694180,91,31.5,,2,26563.52,0,4
7816756,317,68.5,F,2,56541.66,3,6
5706577,59,51.0,,2,71296.98,1,4
6791845,188,61.5,M,2,49300.99,1,4
2575906,85,57.0,,4,499207.29,6,9
2038553,78,59.5,,5,84382.73,5,8
3408073,142,54.5,F,2,49623.33,4,7
3826744,109,22.5,M,3,82938.36,6,9
3883711,210,58.0,M,2,105556.09,0,3
7266624,179,23.5,M,3,151026.5,6,9
1970830,57,41.5,F,2,45196.03,1,4
4934661,58,61.5,M,3,1122465.23,6,9
881057,98,71.5,,2,124879.26,6,9
1045441,185,30.0,M,2,142586.31,2,5
1883923,70,47.5,,2,51782.8,0,3
6181079,231,57.0,M,2,28778.9,6,9
5481931,70,61.0,M,2,526428.13,1,4
2540902,92,43.0,,2,54568.13,1,4
8297224,89,26.0,F,2,27214.98,6,9
4830627,60,46.5,,2,31274.0,0,3
577051,177,51.5,F,3,62302.56,4,7
803814,178,60.5,M,2,25132.96,2,5
1367442,81,68.0,,3,483571.27,6,9
4909695,178,43.5,M,4,127095.16,4,7
3459039,109,60.0,F,2,25660.33,5,8
5283422,93,56.5,,2,829182.9,5,8
4662897,189,43.0,M,2,449236.83,4,7
3376442,192,50.5,M,2,239621.5,1,4
4434126,57,25.5,,3,35595.33,2,5
3152279,305,49.0,M,2,119821.76,1,4
2411588,297,50.0,M,2,119998.53,4,7
4327050,286,52.0,F,3,182908.9,1,4
5014452,265,53.5,F,2,378600.63,5,9
2374361,260,52.0,F,3,95737.52,0,3
5258772,252,73.5,M,2,172338.3,6,9
3719172,245,33.0,F,3,109234.86,4,7
1804591,293,46.0,M,3,83444.73999999999,3,6
9099065,205,60.5,M,2,232472.84000000003,3,6
759538,67,33.0,F,2,28779.67,5,8
4377932,60,61.0,F,2,36011.759999999995,2,5
2648130,214,64.5,F,2,175929.06,1,4
8028488,87,27.5,,2,30041.96,5,8
2935751,158,61.0,M,3,426731.72,1,4
9018705,190,32.5,M,2,30424.61,0,3
3479663,181,67.5,M,3,206332.93,6,9
8219034,60,61.0,M,2,209815.85,6,9
8221810,82,37.0,F,3,207604.43,6,9
80915,112,48.0,M,2,71263.61,6,9
7856644,190,51.0,M,2,39720.24,6,9
947221,96,74.5,,2,31331.77,3,6
8592056,67,67.0,,2,28119.77,1,4
2949346,58,58.0,,2,70871.54999999999,1,4
6896319,160,51.5,F,3,225009.9,2,5
2600734,348,54.5,F,2,83091.70999999999,0,3
2304137,137,73.5,F,2,75395.13,2,5
82376,142,32.0,M,2,36187.4,6,9
4915982,134,25.0,M,2,24986.46,0,3
6477209,87,25.5,,4,41784.1,4,9
8772673,187,85.5,M,3,260527.47,4,7
8664129,71,29.5,,2,52856.91,6,9
6923123,71,27.0,,3,52909.87,1,4
8509137,310,52.0,F,2,156741.13,1,4
5429291,156,26.0,M,2,96161.04,5,8
5987705,98,61.0,,2,143693.3,5,8
2060068,178,37.5,F,2,74331.14,2,5
7115668,319,27.5,M,2,132641.09999999998,6,9
4622256,57,50.0,,2,71636.98,0,3
9975792,87,63.0,M,2,218238.67,5,8
7055378,64,28.0,M,2,43857.72,4,7
6671677,97,47.0,,2,66267.26999999999,1,4
9024738,81,73.5,,2,112675.43,6,9
3154756,334,53.0,M,3,493599.71,6,9
2772084,62,60.0,,2,238703.23,3,6
8293919,190,31.0,M,2,46667.9,1,4
3588431,151,48.5,F,2,163820.01,2,5
7710488,166,27.0,M,2,29361.48,6,9
2054906,89,22.0,,3,171565.44,5,8
7136531,170,37.0,F,2,108466.99,0,3
5225442,143,44.0,F,2,171251.81,3,6
8472348,100,68.0,,2,275962.39,6,9
4922682,97,39.5,,2,50985.3,6,9
3761114,132,72.5,F,2,300400.66,6,9
8449016,169,52.0,M,2,68611.79999999999,0,3
1661375,74,19.5,,2,29370.72,1,4
9584266,114,65.5,F,2,33972.3,1,4
148076,188,65.0,M,2,617382.3400000001,4,7
7527045,206,56.0,F,2,23809.09,4,7
9753276,149,35.5,M,3,450033.6,3,6
6190460,60,70.0,,2,838803.7100000001,5,8
7699363,187,35.0,F,2,26947.75,1,4
134282,153,95.5,F,2,43471.96,3,6
9886280,77,29.5,,2,50244.5,6,9
71626,170,78.0,F,2,367258.8,1,4
2450890,286,59.0,F,3,204396.76,4,7
2794479,261,61.5,M,3,621102.9,0,3
914638,258,81.0,M,3,45886.62,3,6
391167,257,50.0,,2,104034.04,0,4
7511344,252,80.0,F,3,247248.44,4,8
6385324,111,28.0,M,2,43086.4,1,4
687283,69,31.0,,2,262036.82,6,9
8263833,156,53.5,M,2,36130.34,1,4
5592682,98,42.5,F,2,39725.56,6,9
9095178,85,31.5,M,2,28225.77,4,7
6571419,176,53.5,F,2,138452.43,5,8
7824239,120,37.5,M,2,33653.06,2,5
1228761,103,43.0,,2,372689.46,5,8
3670242,96,76.5,,2,116031.14,6,9
7045324,84,30.5,,2,70536.31,6,9
8895716,59,57.5,,2,28116.96,3,6
8270136,317,63.5,M,2,30262.44,1,5
531896,126,48.5,M,2,351856.46,2,5
2560413,157,32.0,F,2,68420.64,1,4
6573015,272,77.0,M,2,299481.93,6,9
7559687,83,34.0,,2,69090.04999999999,2,5
4354809,56,33.0,,2,25041.51,0,3
2466669,70,23.5,,2,52135.59,3,6
82566,148,74.5,M,2,25887.67,2,5
252667,177,64.5,F,2,41481.47,5,8
6920944,75,37.5,,2,31951.41,2,5
314958,112,53.5,F,2,75749.39,3,6
8768733,74,68.5,M,2,46807.64,4,7
9177075,72,43.5,,2,65057.95,0,3
875221,89,24.5,,2,47434.67999999999,0,3
4384472,264,24.5,M,2,57020.25,6,9
2489460,232,55.5,F,4,170183.46999999997,6,9
9192991,78,60.0,,3,1128924.0599999998,0,3
2199157,75,27.0,F,2,26566.47,0,3
9444536,164,29.0,F,2,103090.03,1,4
3057623,82,24.0,,2,45980.84,0,3
5421524,133,61.5,F,2,76573.76,0,3
3523070,71,28.0,,2,47369.91,6,9
2138171,169,60.0,F,2,30364.39,0,3
5804951,157,33.0,F,3,62046.06,1,4
1797401,70,56.5,,2,56012.0,3,6
9578281,104,38.5,M,3,80671.39,6,9
1341853,106,81.0,F,2,426599.76,6,9
9447325,55,63.5,,2,24820.32,2,5
2864960,156,25.0,,2,83829.13,2,5
94767,79,31.0,,3,34125.23,0,3
1591487,66,61.5,M,3,170062.99,2,5
4393716,149,48.5,F,2,30923.68,3,7
2447231,166,62.5,M,2,154070.07,6,9
9282393,71,63.5,,2,124276.62,3,6
5253882,73,71.5,,2,54930.59,4,7
9794858,72,33.0,,2,28264.01,6,9
8052248,85,24.5,,2,42300.38,6,9
717217,303,19.5,,2,48693.23,6,9
6960194,292,75.5,M,3,314062.68,5,8
5464626,357,67.0,M,4,439322.89,4,7
2784264,271,54.5,M,2,50092.57,3,6
1896155,265,31.0,F,2,772610.1000000001,3,6
767696,253,67.0,F,2,49352.69,2,5
7924454,248,76.5,M,2,139651.82,1,4
4080376,331,71.5,F,3,671714.4500000001,1,4
4251910,216,65.0,M,3,440045.89,6,9
5599870,78,33.0,,3,124436.84,6,9
5848487,107,65.0,F,2,59844.98,3,6
6757761,118,69.5,M,2,32173.38,1,5
2331613,53,61.0,,2,173988.59999999998,5,8
3016851,171,45.5,F,2,56393.67,0,3
9950759,78,60.0,,3,83470.76999999999,6,9
6085193,159,68.5,M,3,1733593.24,3,6
2803224,189,53.0,F,3,112792.53,3,6
6249577,174,56.5,F,3,527903.34,2,5
1043717,119,32.0,F,2,97865.99,0,3
2487977,64,56.5,,4,462775.71,2,5
559881,171,27.0,F,2,44980.02,0,3
7245782,83,55.0,,2,128703.53,6,9
4927505,175,33.5,M,2,95804.39,4,7
9759719,93,45.5,,3,46434.6,6,9
5611387,78,67.0,,2,95519.33,4,7
7826821,189,47.0,F,2,34459.899999999994,0,3
2648410,106,68.0,F,3,39375.24,6,9
1577311,189,59.5,M,2,48058.92,1,4
4433180,61,74.0,,2,63411.81,6,9
4062868,133,22.5,F,3,53074.78999999999,6,9
3524441,123,28.0,M,2,31604.85,0,3
6583172,325,54.5,F,3,114920.01,1,4
7308160,310,53.0,F,2,40823.24,0,3
3886037,66,56.0,M,2,150125.37,3,6
8673131,41,18.5,,3,33477.91,1,4
7022229,89,47.5,,2,90810.64,2,5
7764814,73,43.5,,2,26523.16,0,3
3520004,192,58.0,M,2,411333.33,3,6
3892524,76,57.0,M,2,24089.69,1,4
35010,100,47.0,,2,99482.03,4,7
4285861,118,41.5,M,2,50913.86,0,3
5951127,111,42.5,M,2,58735.89,2,5
9052308,233,59.0,M,3,285763.87,6,9
6536067,119,62.5,M,2,24995.79,1,4
6587318,155,39.0,M,3,63322.15,2,5
7186706,77,37.0,,2,151734.37,5,8
7059333,141,27.0,M,2,55408.49,6,9
6714002,60,72.5,,2,45648.21,1,4
2912218,81,25.5,,2,38773.67,0,3
6280351,177,46.0,M,3,98553.88,5,8
8916884,84,26.0,,2,68972.84,6,9
6326298,163,34.5,M,3,175987.47999999998,6,9
720284,60,65.5,,2,52577.67,3,6
3332395,292,62.5,M,4,807291.9700000001,6,9
3684282,182,48.0,M,2,202948.86,4,7
3005892,66,59.5,,3,49828.41,3,6
2506067,148,68.0,M,2,77406.84,3,6
250277,73,20.0,,3,52457.08,6,9
1374251,53,39.0,,2,35083.59,2,5
5432293,379,76.0,M,4,980787.34,0,4
5978473,120,52.0,M,3,155059.07,6,9
1821752,79,31.5,,2,50621.86,2,5
225675,253,47.0,F,2,85633.38,4,7
7843988,250,59.5,M,3,33965.369999999995,4,7
4814540,356,36.0,F,2,153495.34999999998,6,9
364039,211,47.0,F,3,152006.93,0,3
7132128,379,34.0,F,2,98059.71,3,6
3398321,468,86.0,M,2,81241.54999999999,6,9
9423309,155,29.0,M,3,227890.06,6,9
9158801,158,38.0,M,3,80325.76999999999,6,9
9702706,103,29.0,,2,32920.24,0,3
7268709,157,58.0,M,2,171392.65999999997,2,5
5321853,91,38.0,F,2,46896.02,1,4
6484701,46,54.5,,3,39755.91,2,5
3939524,154,59.5,F,2,50872.31,1,4
7059340,166,39.5,M,2,105361.85,3,6
230538,142,27.5,F,2,65951.87,0,3
5040477,176,40.0,F,2,38971.02,5,8
2639555,189,66.0,M,2,58540.07,5,8
940098,418,59.5,F,3,157763.89,6,9
6773877,75,48.0,,2,38602.82,0,3
323999,78,23.0,,2,42277.32,6,9
3548520,224,36.0,M,2,41984.87,6,9
7190805,233,84.5,M,2,268716.4,5,8
3780590,71,24.0,,2,53176.7,6,9
78779,179,64.0,F,2,50922.85,6,9
4796535,173,61.5,M,2,30591.92,0,3
7791697,220,57.0,,2,37193.44,4,7
4450581,58,39.5,M,2,41129.59,6,9
8343668,323,67.0,F,2,120617.63,6,9
325599,98,28.0,,2,66740.14,2,5
5389836,130,60.5,M,2,107083.76,0,3
1662843,73,31.5,,3,242883.84000000003,6,9
5904145,96,27.0,,2,112107.12,5,8
6177293,94,33.0,,2,65972.87,0,3
4984481,167,53.5,F,2,152328.95,0,3
4452569,130,73.5,F,2,239269.95,4,7
1153300,137,35.5,M,3,91631.55,6,9
5981077,168,67.0,M,3,245670.58,6,9
848559,79,26.5,,2,26813.07,0,3
8954117,131,37.0,F,2,106908.47,3,6
6343599,174,54.0,,2,259531.44,6,9
7211369,125,50.5,,2,81207.35,1,4
4458514,138,38.0,F,3,711690.7100000001,6,9
3546104,86,22.5,,2,36159.39,3,6
3469508,83,27.5,,2,50711.16,6,9
7455554,191,48.5,F,2,286906.23,6,9
5141165,59,55.0,,2,47361.89,5,8
7589514,115,70.5,M,2,51185.11,1,4
4161696,195,44.5,M,2,327610.8,0,3
4581609,318,73.0,F,2,140548.75,6,9
7020156,78,55.5,M,2,324603.42,1,4
5934150,88,26.0,,3,123028.53,6,9
602792,125,70.5,F,2,75859.26,6,9
6093589,59,27.5,,2,50576.89,6,9
5778962,294,60.5,F,2,59503.6,3,6
5667647,284,49.5,M,2,754074.3,5,8
1057345,261,43.0,F,3,101972.14,6,9
8506882,223,77.0,M,2,32420.63,3,6
7427959,210,48.0,M,3,43902.03999999999,0,3
5269959,197,38.0,F,3,235297.63,6,9
4550885,149,61.5,M,2,169559.27999999997,5,8
3932829,112,35.0,F,2,284945.31,6,9
4484,199,48.5,M,2,51499.77,2,5
8656707,180,46.0,M,2,26738.91,1,4
1074757,73,25.5,,2,33969.43,0,3
6206958,147,71.0,M,2,236540.77,2,5
9894599,184,36.0,M,2,122759.03,4,7
5356141,323,62.5,M,2,879492.51,6,9
1266717,131,31.5,M,2,59749.87,1,4
8787074,117,51.5,F,2,66106.1,6,9
5604547,216,61.0,M,2,73966.88,6,9
250165,92,24.5,F,2,27486.83,3,6
5701128,87,30.0,,2,34935.92,0,3
9267718,79,59.0,,2,191810.26,3,6
1788737,235,61.5,M,2,64774.65,6,9
543916,99,25.0,,2,28917.19,1,4
3358700,109,67.0,F,2,173624.64,6,9
6949619,99,65.0,,2,46099.66,2,5
9171836,78,51.5,,2,35356.22,1,4
7111225,58,38.5,,2,38022.83,1,4
580849,58,50.5,,2,74842.56,4,7
9241423,442,76.0,F,2,28462.95,0,3
9695890,389,65.5,M,2,170712.58000000002,3,7
6236140,130,62.0,M,2,26951.66,0,3
804318,71,58.5,,2,29767.98,0,3
7874890,190,37.5,F,2,49821.01,2,5
3088104,110,40.0,M,2,28728.68,2,5
9495674,187,74.0,F,2,184702.68,2,5
2896887,140,56.5,M,2,28053.18,0,3
6531629,57,65.5,,2,65445.17,6,9
5818628,162,67.0,M,2,62008.18,3,6
979440,142,58.0,F,2,28960.92,0,3
8565287,276,28.0,M,4,112954.97,5,8
3452615,81,62.5,,2,383386.68,1,4
8750140,110,26.5,F,2,81604.75,3,6
7325341,79,19.0,,2,46146.6,0,3
8178744,81,34.5,,2,203100.36,6,9
3725888,59,37.0,,2,35483.43,6,9
8771156,183,35.5,F,2,45825.76,1,4
1959844,106,57.5,F,2,53474.41,5,8
4286400,85,67.0,M,2,126747.19,6,9
6197214,65,65.0,F,2,32561.21,3,6
3795248,113,41.5,M,2,56885.26,1,4
6208954,168,46.5,M,2,117722.49,5,8
6860852,270,77.5,M,2,43279.21,0,3
9223205,255,39.5,M,3,109252.79,6,9
3918248,239,42.5,M,3,467276.71,3,6
1494215,246,58.5,F,4,341612.67,4,7
1963938,219,49.5,F,2,56962.09,1,4
1046045,215,71.5,M,2,47878.57,4,7
6988897,181,46.5,M,2,26179.74,1,4
166289,134,75.0,M,2,63796.59,3,6
3076613,71,41.5,,3,140718.4,4,7
3124094,148,59.5,M,4,43846.75,3,6
1646855,94,67.0,,2,74291.23,3,6
8091457,316,77.0,F,3,160308.88,3,6
3105010,78,19.0,,2,48701.83,6,9
3520139,420,65.5,M,2,222857.88,1,4
8763395,242,62.0,F,2,30094.82,5,8
2328167,195,58.5,F,3,142895.91,6,9
5157060,88,59.0,,2,38614.7,5,8
4627868,95,40.5,,3,55055.44,0,3
9961882,96,32.0,,2,98107.76,6,9
1766845,161,59.5,M,2,214642.72,1,4
8241833,68,52.5,M,2,32541.35,6,9
2736219,194,82.0,M,2,107268.02,1,4
2532897,125,37.5,F,2,70030.16,1,4
5410180,173,66.0,F,2,59518.88,4,7
3181854,110,70.0,F,2,295778.05,5,8
6411046,83,34.0,,2,46320.24,2,5
448714,94,56.0,,2,402807.61,4,7
592140,198,54.0,M,2,39306.42,6,9
1905084,72,29.0,,2,33065.09,6,9
6158691,125,61.0,M,2,74081.29000000001,6,9
5923362,168,34.0,F,3,186831.25,0,3
2879531,166,58.5,F,2,35246.34,0,3
7011180,139,33.0,F,3,79597.54999999999,3,6
9580856,119,35.0,M,2,38558.1,0,3
7614090,58,32.5,,2,27908.54,4,7
5697050,77,29.0,,2,48481.09,3,6
8190159,74,46.0,,2,85054.69,4,7
1722460,87,46.0,,2,111438.88,4,7
5348276,82,61.5,,4,116211.29,1,4
3616576,58,32.0,,3,94108.73,6,9
9115264,131,57.5,M,2,33541.71,3,6
2164174,75,68.5,F,2,183171.0,5,8
1943776,183,70.0,F,2,64356.48,6,9
3755150,82,58.5,,2,65499.33,0,3
214944,79,43.0,M,2,134471.86,0,3
184701,83,33.5,,2,52971.78999999999,0,3
1619073,71,32.0,,2,49053.07,5,8
8719839,174,65.5,F,2,117177.28,2,5
7966736,54,51.0,F,2,82862.57,2,5
3601334,80,55.5,,2,32288.55,1,4
9974418,288,68.0,M,2,308016.0,2,6
3757800,73,55.5,,2,52524.17999999999,1,4
1519778,193,59.0,F,2,74583.73,1,5
4663835,70,20.5,,2,48713.17,2,5
5198732,113,54.5,F,4,1872208.45,6,9
2061471,181,51.0,F,2,36109.86,1,4
7958919,42,70.0,,2,24793.87,3,7
886138,104,28.0,F,2,38772.61,1,4
1557014,223,63.0,M,2,120254.29,6,9
9635914,197,40.5,F,2,24199.18,0,3
9517773,51,37.5,M,3,179711.63,6,9
6987469,284,52.5,M,3,720042.05,6,9
1989878,270,72.5,M,3,131178.05,2,5
4674824,344,57.5,F,3,500730.96,1,4
2365440,226,42.0,F,4,72482.28,6,9
7425171,73,24.5,,3,55315.42,1,4
6123249,106,57.0,F,2,34122.75,3,6
5960932,151,31.5,M,2,109938.25,3,6
8980558,253,48.5,M,2,76626.94,6,9
8023944,178,66.0,M,2,177680.44,6,9
4742781,107,32.5,M,2,52689.85,0,3
2287464,189,34.5,M,5,144485.36,6,9
8689089,76,59.5,F,2,81962.54000000001,0,3
5164122,189,35.0,F,2,27687.6,1,4
3613929,106,58.0,F,2,52398.92,2,5
6933911,67,33.0,,2,42767.26,6,9
3427750,153,26.0,M,2,40803.49,0,3
1357262,124,67.0,M,2,69727.29000000001,0,3
8687920,87,56.5,,2,69279.86,5,8
8388282,158,61.5,F,2,62622.27,3,6
8535768,420,78.0,M,2,91683.08,1,4
9191313,91,66.0,,2,32013.17,4,7
8084516,74,33.5,,2,46178.31,1,4
560360,189,67.0,F,2,23886.96,4,7
4179430,117,66.5,M,2,4635079.65,6,9
4902193,120,51.5,F,2,117322.27,2,5
6870863,60,38.0,,3,34587.23,3,6
3050400,125,51.5,M,2,105263.09,6,9
415158,90,50.5,,2,67629.64,2,5
3843503,186,60.0,M,4,830370.8200000001,5,8
2491115,108,63.0,F,2,44766.35,1,4
845310,324,62.0,F,2,95065.18,1,4
9971962,191,47.5,F,2,29331.33,1,4
9308869,90,61.5,,2,64942.19,5,8
6155912,112,63.0,M,3,528419.0,6,9
6259148,85,75.5,M,2,401513.55,3,6
2555657,371,65.5,F,2,122220.68,6,9
7117747,130,29.5,F,2,38795.8,2,5
8515627,59,54.5,,2,33685.119999999995,4,7
8272750,167,60.0,M,2,121863.04,6,9
7143633,58,32.0,,2,29251.63,1,4
7137061,194,62.0,M,2,35761.78,0,3
5437172,129,65.0,M,2,424705.85,0,3
7050672,59,23.0,F,4,56737.57,3,6
4318876,170,32.5,,2,77282.26,4,7
2573038,191,44.0,M,2,74263.4,2,5
5104680,238,56.0,M,2,171642.27999999997,5,8
9128096,70,27.0,,2,59439.95,4,7
6584878,70,31.5,,2,55567.14,2,5
8994165,70,70.5,M,2,174251.26,4,7
4384921,139,53.5,F,2,151833.77000000002,1,4
6156362,158,41.5,M,2,131245.16,6,9
7986122,107,58.5,M,2,47874.65,6,9
8615702,94,48.5,,2,54485.07,1,4
1901833,219,73.0,F,2,311827.17,5,8
6298173,205,45.0,M,2,47894.53,1,5
4161741,79,38.0,F,2,31323.39,3,6
9694706,140,35.0,M,2,33544.39,6,9
3560209,103,65.5,F,2,491279.76,4,7
8205909,157,32.0,F,2,114705.84,6,9
3838215,70,66.5,M,3,238878.55,6,9
978612,67,51.5,,2,25881.24,6,9
5115969,65,33.5,,2,32870.83,2,5
5357775,359,73.5,F,3,172464.27999999997,1,5
5012891,94,52.5,,2,111003.89,3,6
1024896,37,57.0,F,3,210890.09000000003,6,9
8596298,117,56.0,M,2,79307.13,2,5
4725320,69,23.5,,3,66703.01999999999,4,7
4648446,106,65.0,F,2,31315.84,4,7
9086688,229,61.0,F,2,28923.49,5,8
4357540,192,30.5,F,3,64223.1,4,7
125750,79,40.0,,2,38720.69,0,3
5841109,71,64.0,,2,109405.92,5,8
1954046,67,27.5,,3,164687.77000000002,6,9
7732650,98,44.0,F,2,159667.95,1,4
9525724,354,70.0,M,3,259389.92,1,4
5691230,157,68.0,F,2,134346.83000000002,2,5
790710,83,28.5,,2,28671.61,6,9
4106216,83,41.0,,3,291005.34,4,7
9585593,169,54.5,M,2,821929.91,4,7
5876311,119,44.0,F,2,39980.85,3,6
5069837,130,53.5,F,2,77647.29000000001,2,5
3507648,103,49.0,,2,44199.12,1,4
1062412,204,27.0,F,2,48144.44,6,9
1790672,160,45.0,F,2,233114.65,6,9
2229722,180,48.0,F,2,151003.51,2,5
4173645,73,19.5,,2,26637.62,1,5
3191722,81,29.5,,3,161518.26,3,6
1047370,192,64.0,M,2,209124.5,5,8
5685309,69,39.0,,2,48978.08,4,7
2422500,76,27.5,,2,27684.32,6,9
9706893,56,69.0,M,3,291630.18,4,7
8432629,112,29.0,F,2,74051.11,0,3
8437990,302,65.5,M,3,147933.19,1,4
2437348,288,49.5,M,3,102530.88,2,5
326512,277,72.0,M,2,341825.42,6,9
4686384,276,83.0,M,3,55763.26,6,9
2052733,274,55.5,M,4,284025.34,2,6
8582610,311,46.0,F,3,217953.52,6,9
55059,261,54.5,F,4,620683.92,6,9
7059553,259,78.5,F,2,34265.869999999995,2,5
7404066,258,45.5,F,3,155268.44,3,6
590042,239,41.0,M,3,33410.07,5,8
1672520,224,43.5,F,2,524381.04,0,3
714316,219,56.5,M,2,174822.52999999997,6,9
1627104,205,65.0,M,3,319028.49,6,9
6977,57,53.0,,2,26011.36,0,3
4289440,109,28.5,M,2,251381.19,6,9
9907653,59,55.5,,3,113512.07,1,4
5363812,153,58.5,M,2,415023.6,4,7
7913208,58,33.0,,2,29964.42,0,3
1367704,54,63.0,F,3,34242.28,1,4
5169372,73,41.0,M,2,60252.94,6,9
5883269,181,36.0,M,2,58534.91,1,4
8688958,71,63.0,,2,369089.8,6,9
1243109,67,32.0,,3,394149.2,6,9
1384988,161,60.5,F,2,144397.24,3,6
4413114,79,43.0,,2,25305.31,1,4
2487330,310,53.5,M,4,437559.83,2,5
6989319,168,41.0,M,2,24534.05,4,7
2927272,63,29.0,,2,36923.78,0,3
5436944,98,34.0,,2,54474.17999999999,4,7
8124688,188,61.5,M,2,228222.27,0,3
3729623,57,24.0,,2,51248.39,3,6
4322042,82,26.0,F,2,50547.67,1,5
2836704,102,30.0,,2,73917.65,6,9
842512,144,38.5,F,2,23830.03,0,3
588058,189,59.5,F,2,110896.91,2,5
3449352,58,26.0,,2,30003.88,0,3
2492084,112,58.0,F,2,31250.75,6,9
9998156,98,25.5,,2,31723.51,5,8
5943979,57,59.0,,2,30046.02,6,9
152356,58,44.0,,4,56447.66,5,8
8111108,142,29.0,M,4,128511.67,3,6
4337769,69,29.5,M,2,92961.9,6,9
9403854,67,28.0,,2,31972.21,5,8
1435541,106,27.0,M,2,25555.39,3,6
1735468,271,57.5,F,3,80130.1,1,4
9989306,263,59.5,,3,556665.99,6,9
6346538,289,64.0,M,2,95186.08,5,8
4525754,264,47.5,F,3,164728.89,3,6
5337342,241,52.5,M,2,510483.89,3,6
204496,236,23.0,M,2,32879.36,6,9
2664244,228,58.0,F,2,159455.72999999998,4,7
2286444,227,44.0,M,2,81352.0,4,7
4288230,136,69.0,F,2,60459.33,2,5
8948931,147,33.0,F,2,33962.95,0,3
5408932,194,43.5,F,2,89290.93,4,7
249632,59,20.5,,2,28055.98,0,3
9225036,167,72.5,F,2,56959.36,6,9
5910155,82,36.5,,3,41313.03999999999,6,9
8607446,123,64.0,F,2,59574.41,0,3
4966762,108,29.0,M,4,205262.4,6,9
1341681,198,55.5,F,2,67669.64,0,3
7992634,83,29.0,,2,42574.11,6,9
9542357,145,70.5,,3,268810.35,5,8
6150,329,67.0,F,2,199928.94,2,6
3591761,78,36.5,,2,40292.16,4,7
7066428,70,60.5,,2,108443.12,1,4
9386690,106,49.0,M,2,67627.75,4,7
8738116,167,65.0,M,2,27126.58,2,5
3557845,79,31.5,,3,141480.33000000002,6,9
9630926,98,25.0,,3,50260.78999999999,1,4
9143192,142,23.5,M,3,284265.34,5,8
9627494,167,37.0,M,2,79520.01,2,5
9673739,199,71.0,M,2,748178.26,6,9
1821247,173,47.0,F,2,68398.06,4,8
9720790,94,46.5,F,4,130521.1,5,8
9810326,330,52.0,F,4,123342.3,5,8
7554849,202,72.0,F,2,120409.14,0,3
8398351,110,34.0,F,2,58740.0,4,7
5765542,72,19.0,,4,46898.76,3,6
7683063,143,29.5,,4,224356.88,1,4
9980662,131,56.0,M,3,156433.8,2,5
4478909,98,64.0,M,2,593556.76,6,9
5074898,177,41.5,F,2,25335.37,2,5
5363315,184,34.5,F,2,285486.16,0,3
5881854,130,38.0,M,2,98700.66,3,6
4743181,343,80.5,M,3,1684919.89,6,9
3574365,144,50.5,F,2,76647.19,3,6
6315188,338,31.5,,2,37631.62,3,6
7653811,155,30.5,M,2,51603.41,0,3
1686722,84,25.5,,3,66473.69,6,9
3484825,109,53.0,M,2,101436.94,2,5
9410648,300,27.0,M,2,30868.95,6,9
9300794,255,68.0,M,2,116070.97,4,7
4189492,250,54.0,F,2,50521.57,6,9
6291263,226,43.5,M,2,409971.59,1,4
3944778,216,63.5,F,2,61557.39,6,9
9516356,214,29.0,M,2,75088.1,2,5
4829573,68,90.0,,2,61110.26,4,7
4517364,59,49.0,,2,55280.81,1,4
172422,133,66.0,F,2,46031.94,0,3
8370323,181,57.5,M,2,145112.77000000002,0,3
9510802,168,31.5,M,2,29275.23,5,8
1209140,191,68.5,F,2,37518.19,2,5
4059279,193,70.5,M,2,184195.11,6,9
5174918,152,43.5,M,2,174947.95,0,3
5742749,86,37.0,,2,304255.99,1,5
3399215,189,42.0,M,2,77795.4,2,5
1944919,83,29.5,,2,49790.73,1,4
6205531,226,60.5,M,2,1528839.73,6,9
7417313,93,72.0,,4,112250.28,5,8
7984218,146,32.0,M,3,94106.19,6,9
2432802,125,63.5,M,3,976152.39,6,9
7266655,59,27.5,,2,51520.75,6,9
3981655,169,49.5,F,2,26997.92,0,3
6407424,154,52.0,F,2,130606.53,1,4
4582821,190,62.5,M,2,42932.94,1,4
6973820,147,52.0,F,2,26955.39,1,4
1835943,190,46.0,F,2,35076.28,2,5
7622766,122,31.0,M,2,83651.66,2,5
2075617,223,60.0,F,2,35459.34,3,6
1709298,250,54.5,M,2,84816.16,4,7
3043851,78,61.5,,2,48850.15,2,5
4282220,203,58.0,M,2,82162.06,6,9
4503552,80,39.0,,2,89878.54,5,8
7296650,481,64.5,F,2,164476.43,2,5
5314289,100,55.5,,2,86339.86,6,9
3864216,82,28.5,,3,134189.28999999998,5,8
2733721,167,38.5,M,2,58909.48,3,6
7825280,80,27.5,,3,101497.28,6,9
4090961,242,64.0,,2,40610.03999999999,3,6
7529158,173,73.0,F,2,41528.28999999999,6,9
4822750,72,31.0,,2,47326.85,6,9
4485744,192,73.0,M,2,32015.75,5,8
840320,67,31.5,,2,31775.21,2,5
6042056,366,72.0,F,2,259569.17,6,9
6935603,57,56.5,,2,68067.98,1,4
7967256,75,38.5,,2,45291.84,1,4
1671152,194,47.0,F,2,79194.1,5,8
7293514,89,44.5,,2,33847.93,0,3
8231925,91,24.5,M,2,61034.25,6,9
3774976,91,24.0,M,2,73956.2,6,9
1033915,179,62.5,M,2,59815.64,5,8
