client_id,Variation,confirm,start,total_time_mins
478156,Test,2017-06-01 16:42:30,2017-06-01 16:40:01,2.4833333333333334
478194,Test,2017-04-03 10:06:04,2017-04-03 10:04:16,1.8
478733,Test,2017-03-29 22:01:20,2017-03-29 21:58:17,3.05
478735,Test,2017-03-29 11:43:50,2017-03-29 11:11:31,32.31666666666667
478808,Test,2017-03-29 02:30:48,2017-03-29 02:25:21,5.45
479136,Control,2017-04-19 14:46:22,2017-04-19 14:41:14,5.133333333333334
480272,Test,2017-05-08 21:10:20,2017-05-08 21:09:01,1.3166666666666667
480393,Test,2017-05-20 15:25:22,2017-05-20 15:24:12,1.1666666666666667
480458,Test,2017-05-24 14:16:34,2017-03-29 13:37:45,80678.81666666667
480811,Control,2017-03-29 12:14:36,2017-03-29 12:09:43,4.883333333333334
480836,Control,2017-05-25 11:12:06,2017-05-25 11:10:50,1.2666666666666666
480944,Control,2017-04-12 11:16:05,2017-04-12 11:10:09,5.933333333333334
480995,Test,2017-04-01 19:34:45,2017-04-01 19:23:44,11.016666666666667
481539,Test,2017-04-06 12:24:27,2017-04-06 12:05:59,18.466666666666665
481553,Control,2017-04-13 10:51:38,2017-04-13 10:48:37,3.0166666666666666
482346,Control,2017-06-06 13:08:35,2017-06-06 13:06:53,1.7
482558,Test,2017-04-05 12:01:50,2017-04-05 11:54:48,7.033333333333333
482692,Control,2017-04-01 11:18:49,2017-04-01 11:15:45,3.066666666666667
483041,Control,2017-05-10 10:00:28,2017-04-09 12:06:58,44513.5
483080,Control,2017-05-02 13:52:23,2017-05-02 13:41:30,10.883333333333333
483156,Test,2017-04-02 15:44:24,2017-04-02 15:32:24,12.0
483740,Test,2017-04-05 12:39:14,2017-04-05 12:35:48,3.433333333333333
484325,Test,2017-04-19 12:56:33,2017-04-05 13:17:42,20138.85
484375,Control,2017-04-12 11:31:44,2017-04-12 11:22:45,8.983333333333333
485005,Test,2017-04-05 14:35:19,2017-04-05 14:25:11,10.133333333333333
485353,Test,2017-04-09 18:08:01,2017-04-09 17:59:25,8.6
485476,Test,2017-06-15 09:06:08,2017-04-06 13:21:01,100545.11666666667
485533,Control,2017-03-29 12:20:36,2017-03-29 12:02:28,18.133333333333333
485563,Control,2017-04-11 10:57:20,2017-04-11 10:52:39,4.683333333333334
486476,Test,2017-04-08 14:32:33,2017-04-08 14:30:00,2.55
486496,Control,2017-03-16 22:06:33,2017-03-15 15:42:20,1824.2166666666667
486643,Control,2017-04-21 19:42:24,2017-04-21 19:41:01,1.3833333333333333
486844,Test,2017-03-22 23:07:21,2017-03-18 17:39:43,6087.633333333333
487056,Test,2017-04-25 14:46:14,2017-04-25 14:29:01,17.216666666666665
487248,Control,2017-03-29 12:40:39,2017-03-29 12:38:52,1.7833333333333334
487255,Control,2017-04-16 11:34:04,2017-04-16 11:30:55,3.15
487462,Test,2017-03-29 11:12:21,2017-03-29 11:09:51,2.5
487469,Test,2017-04-01 15:22:34,2017-04-01 15:14:05,8.483333333333333
487726,Control,2017-06-20 17:19:48,2017-06-20 17:16:06,3.7
487901,Control,2017-04-05 12:20:22,2017-04-05 12:17:19,3.05
488573,Test,2017-06-19 17:22:59,2017-06-19 17:18:34,4.416666666666667
488930,Control,2017-04-06 09:03:56,2017-04-06 08:56:52,7.066666666666666
489091,Control,2017-03-30 12:24:55,2017-03-30 12:20:38,4.283333333333333
489500,Control,2017-04-05 15:20:32,2017-04-05 15:10:58,9.566666666666666
490151,Test,2017-04-13 22:12:53,2017-04-05 20:21:27,11631.433333333332
490297,Control,2017-04-22 08:32:23,2017-04-22 08:29:21,3.033333333333333
491596,Test,2017-06-09 12:25:24,2017-04-13 14:36:40,81948.73333333334
491620,Control,2017-04-23 22:55:48,2017-04-23 22:51:29,4.316666666666666
491746,Test,2017-03-29 11:17:40,2017-03-29 11:08:47,8.883333333333333
491779,Control,2017-05-17 18:49:39,2017-04-14 13:10:25,47859.23333333333
492655,Control,2017-05-22 14:19:44,2017-04-13 09:54:41,56425.05
492751,Control,2017-04-06 10:12:02,2017-04-06 10:06:34,5.466666666666667
493083,Control,2017-04-13 15:58:04,2017-04-13 15:52:48,5.266666666666667
493194,Control,2017-04-06 11:07:32,2017-04-06 11:05:42,1.8333333333333333
493311,Control,2017-06-10 10:53:11,2017-06-10 10:42:30,10.683333333333334
493608,Test,2017-05-21 08:45:14,2017-04-08 10:12:59,61832.25
494159,Control,2017-04-05 21:18:43,2017-04-05 21:11:16,7.45
494367,Test,2017-04-02 10:34:12,2017-04-02 10:32:20,1.8666666666666667
494597,Test,2017-04-03 19:43:17,2017-04-03 19:41:22,1.9166666666666667
495241,Test,2017-03-29 11:17:24,2017-03-29 11:03:30,13.9
495317,Control,2017-05-31 08:46:11,2017-05-31 08:44:03,2.1333333333333333
495547,Test,2017-04-03 22:37:29,2017-04-03 22:34:32,2.95
496578,Control,2017-05-15 05:37:03,2017-05-15 05:32:41,4.366666666666666
497019,Test,2017-05-11 09:24:21,2017-05-11 09:23:38,0.7166666666666667
497209,Test,2017-03-29 11:20:05,2017-03-29 11:17:49,2.2666666666666666
497746,Test,2017-05-15 10:15:23,2017-05-15 10:12:34,2.816666666666667
497986,Control,2017-05-07 23:30:36,2017-05-07 23:29:41,0.9166666666666666
499278,Control,2017-05-06 23:55:39,2017-05-06 23:47:40,7.983333333333333
499330,Control,2017-04-12 15:08:34,2017-04-12 15:04:35,3.9833333333333334
499699,Test,2017-05-27 17:09:49,2017-04-28 21:49:09,41480.666666666664
500449,Test,2017-05-31 19:19:49,2017-05-31 19:17:19,2.5
500483,Test,2017-03-29 15:43:40,2017-03-29 15:39:54,3.7666666666666666
500488,Test,2017-04-05 19:08:59,2017-04-05 18:46:17,22.7
501190,Test,2017-03-16 11:50:51,2017-03-16 11:46:45,4.1
501214,Test,2017-03-31 11:11:11,2017-03-31 11:08:52,2.316666666666667
501426,Test,2017-03-29 17:31:52,2017-03-29 17:27:57,3.9166666666666665
501472,Test,2017-04-12 11:18:55,2017-03-30 11:04:40,18734.25
501496,Test,2017-06-20 16:50:31,2017-06-20 16:48:49,1.7
502017,Control,2017-04-15 13:11:59,2017-04-15 13:09:24,2.5833333333333335
502969,Test,2017-03-29 12:53:57,2017-03-29 12:51:06,2.85
504980,Test,2017-04-12 11:27:34,2017-04-12 11:24:52,2.7
505572,Control,2017-06-10 14:38:11,2017-06-10 14:36:40,1.5166666666666666
505918,Test,2017-04-28 11:54:24,2017-04-28 11:51:38,2.7666666666666666
506107,Control,2017-04-15 09:00:30,2017-04-15 08:49:11,11.316666666666666
506320,Control,2017-04-05 11:36:21,2017-04-05 11:34:04,2.283333333333333
506333,Control,2017-05-30 10:40:22,2017-04-20 08:15:03,57745.316666666666
506615,Test,2017-03-29 13:27:35,2017-03-29 13:24:59,2.6
507138,Control,2017-06-01 20:30:48,2017-06-01 20:29:20,1.4666666666666666
507290,Test,2017-04-08 15:24:25,2017-04-08 15:12:25,12.0
507390,Control,2017-05-14 22:38:35,2017-05-14 22:35:45,2.8333333333333335
507610,Control,2017-03-22 17:58:01,2017-03-22 17:40:59,17.033333333333335
507618,Test,2017-04-15 21:53:00,2017-04-15 21:39:16,13.733333333333333
507874,Control,2017-04-05 11:26:16,2017-04-05 11:23:12,3.066666666666667
507915,Test,2017-03-29 11:30:08,2017-03-29 11:23:33,6.583333333333333
509310,Control,2017-04-05 12:00:34,2017-04-05 11:58:24,2.1666666666666665
509544,Control,2017-03-30 18:26:58,2017-03-30 18:23:44,3.2333333333333334
509746,Test,2017-04-18 23:29:42,2017-04-18 23:26:22,3.3333333333333335
510186,Test,2017-04-14 04:34:54,2017-04-14 04:32:12,2.7
510497,Test,2017-04-20 19:47:54,2017-04-20 19:35:02,12.866666666666667
510580,Test,2017-03-29 12:38:10,2017-03-29 12:33:20,4.833333333333333
510867,Test,2017-04-12 18:54:42,2017-04-12 18:45:24,9.3
510941,Control,2017-04-18 07:41:40,2017-04-18 07:38:12,3.466666666666667
511272,Test,2017-04-27 12:46:47,2017-04-27 12:03:21,43.43333333333333
511528,Test,2017-04-19 16:57:00,2017-04-09 17:22:58,14374.033333333333
511535,Test,2017-04-05 11:15:53,2017-04-05 11:13:44,2.15
511906,Test,2017-04-20 09:38:25,2017-04-20 09:23:32,14.883333333333333
512432,Control,2017-06-07 23:34:11,2017-04-04 22:40:49,92213.36666666667
512588,Test,2017-03-29 14:20:45,2017-03-29 14:17:47,2.966666666666667
512590,Test,2017-03-29 11:22:57,2017-03-29 11:20:50,2.1166666666666667
512721,Control,2017-03-22 12:12:08,2017-03-22 12:10:01,2.1166666666666667
512833,Control,2017-05-21 07:36:41,2017-04-21 21:04:44,42391.95
512883,Control,2017-04-13 17:06:28,2017-04-13 17:02:44,3.7333333333333334
513275,Control,2017-04-13 08:46:54,2017-04-13 08:36:20,10.566666666666666
513599,Test,2017-04-13 13:46:53,2017-04-13 13:42:34,4.316666666666666
513864,Control,2017-03-29 13:16:27,2017-03-29 13:14:42,1.75
513961,Test,2017-03-28 19:35:44,2017-03-28 19:34:13,1.5166666666666666
514667,Test,2017-04-08 14:21:59,2017-04-07 16:37:24,1304.5833333333333
516129,Test,2017-04-12 11:32:28,2017-04-12 11:25:40,6.8
516235,Test,2017-04-19 13:11:45,2017-04-08 06:08:12,16263.55
516417,Test,2017-04-23 23:06:07,2017-04-23 22:55:28,10.65
516594,Control,2017-04-05 21:37:55,2017-04-04 22:56:24,1361.5166666666667
517105,Test,2017-06-05 22:50:03,2017-06-05 22:39:40,10.383333333333333
517186,Control,2017-03-29 11:22:24,2017-03-29 11:19:22,3.033333333333333
517259,Control,2017-05-09 11:38:40,2017-04-13 20:46:15,36892.416666666664
517547,Test,2017-05-12 17:28:55,2017-03-31 09:01:41,60987.23333333333
517707,Control,2017-06-18 14:15:08,2017-06-18 14:11:35,3.55
517835,Control,2017-05-27 23:53:22,2017-03-30 00:15:59,84937.38333333333
518097,Control,2017-05-18 16:31:13,2017-05-18 16:28:07,3.1
518664,Control,2017-04-02 13:04:00,2017-04-02 13:01:42,2.3
519096,Control,2017-05-22 19:22:42,2017-05-22 19:16:22,6.333333333333333
519927,Control,2017-04-06 11:29:20,2017-04-06 11:18:40,10.666666666666666
519971,Control,2017-06-06 12:16:20,2017-05-21 20:36:53,22539.45
520210,Test,2017-04-05 16:16:45,2017-04-05 16:14:52,1.8833333333333333
520539,Test,2017-04-05 12:06:41,2017-04-05 11:53:53,12.8
520592,Test,2017-04-03 17:39:26,2017-04-03 17:37:45,1.6833333333333333
520693,Control,2017-04-02 18:38:47,2017-04-02 18:32:23,6.4
521204,Control,2017-06-06 15:58:45,2017-06-06 15:57:27,1.3
521225,Test,2017-06-03 11:46:03,2017-06-03 11:40:08,5.916666666666667
522064,Control,2017-06-13 16:25:08,2017-06-13 16:18:26,6.7
522181,Test,2017-03-29 12:01:23,2017-03-29 11:59:06,2.283333333333333
522187,Test,2017-04-23 13:40:48,2017-04-23 13:38:01,2.783333333333333
522508,Control,2017-03-29 11:10:51,2017-03-29 11:07:34,3.283333333333333
522661,Test,2017-04-22 10:00:42,2017-04-22 09:55:53,4.816666666666666
523263,Test,2017-04-10 12:55:13,2017-04-07 20:54:27,3840.766666666667
523530,Test,2017-04-08 15:17:12,2017-04-08 15:09:42,7.5
523822,Test,2017-04-23 16:22:48,2017-04-23 16:14:55,7.883333333333334
523988,Test,2017-04-05 11:26:49,2017-04-05 11:25:18,1.5166666666666666
524126,Control,2017-04-09 21:41:47,2017-04-09 21:32:04,9.716666666666667
524152,Control,2017-03-23 13:05:13,2017-03-23 13:01:03,4.166666666666667
524388,Control,2017-04-23 14:31:16,2017-04-23 14:28:45,2.5166666666666666
524481,Test,2017-04-19 11:15:44,2017-04-12 15:05:46,9849.966666666667
524510,Control,2017-04-17 12:56:40,2017-04-17 12:53:26,3.2333333333333334
524675,Test,2017-04-09 16:25:30,2017-04-09 16:24:01,1.4833333333333334
525234,Control,2017-03-30 10:01:31,2017-03-30 09:58:09,3.3666666666666667
525332,Control,2017-04-06 00:44:22,2017-04-06 00:30:43,13.65
525348,Control,2017-04-24 00:00:47,2017-04-02 11:41:24,30979.383333333335
525401,Control,2017-05-03 14:50:29,2017-05-03 14:45:19,5.166666666666667
525775,Control,2017-03-30 23:15:38,2017-03-30 23:07:39,7.983333333333333
525973,Control,2017-04-21 23:35:00,2017-04-21 23:32:32,2.466666666666667
526419,Test,2017-04-12 16:34:09,2017-04-12 16:25:53,8.266666666666667
526852,Control,2017-04-05 13:20:12,2017-04-05 13:16:58,3.2333333333333334
526939,Test,2017-04-10 18:42:55,2017-04-06 18:07:08,5795.783333333334
527026,Test,2017-04-02 20:53:13,2017-04-02 20:50:04,3.15
528117,Control,2017-05-27 17:30:08,2017-05-27 17:22:43,7.416666666666667
528496,Control,2017-04-05 08:09:26,2017-04-05 08:04:09,5.283333333333333
528504,Control,2017-04-13 11:26:32,2017-04-13 11:20:49,5.716666666666667
528600,Test,2017-04-01 12:50:37,2017-03-30 21:17:19,2373.3
528622,Test,2017-03-31 10:03:49,2017-03-31 09:58:15,5.566666666666666
529008,Test,2017-06-18 20:47:43,2017-06-18 20:43:20,4.383333333333334
529225,Control,2017-04-04 10:09:11,2017-04-04 10:02:09,7.033333333333333
529380,Test,2017-05-22 12:19:47,2017-05-18 22:33:40,5146.116666666667
529554,Test,2017-05-21 08:27:30,2017-05-21 08:24:53,2.6166666666666667
529710,Test,2017-04-03 17:18:39,2017-04-03 17:14:22,4.283333333333333
530396,Control,2017-05-02 09:53:07,2017-05-02 09:40:31,12.6
530579,Test,2017-04-14 13:34:19,2017-04-14 13:30:41,3.6333333333333333
530965,Test,2017-03-30 13:30:56,2017-03-30 13:27:23,3.55
531099,Control,2017-05-20 23:43:46,2017-04-07 23:59:21,61904.416666666664
531896,Control,2017-03-29 16:21:38,2017-03-29 16:17:07,4.516666666666667
532200,Control,2017-05-31 14:51:46,2017-04-12 12:25:21,70706.41666666667
532913,Test,2017-06-12 18:34:01,2017-04-03 10:35:08,101278.88333333333
533091,Control,2017-03-31 10:27:06,2017-03-29 11:33:05,2814.016666666667
533113,Test,2017-04-20 17:17:18,2017-04-20 17:13:46,3.533333333333333
533116,Test,2017-03-29 20:29:03,2017-03-29 20:20:24,8.65
533147,Test,2017-04-10 20:20:32,2017-04-10 19:56:05,24.45
533320,Control,2017-06-09 10:52:06,2017-06-09 10:49:38,2.466666666666667
533553,Test,2017-03-23 16:00:36,2017-03-23 15:54:33,6.05
533703,Test,2017-04-16 12:23:28,2017-04-16 12:08:47,14.683333333333334
533966,Control,2017-05-10 12:19:26,2017-04-05 11:55:30,50423.933333333334
534083,Control,2017-06-03 17:55:12,2017-06-03 17:52:57,2.25
534419,Control,2017-05-17 12:47:53,2017-05-17 12:45:54,1.9833333333333334
534481,Control,2017-04-03 21:52:01,2017-04-03 21:42:35,9.433333333333334
534616,Control,2017-05-24 13:50:37,2017-04-13 10:57:11,59213.433333333334
534729,Control,2017-03-29 16:43:10,2017-03-29 16:15:38,27.533333333333335
534843,Control,2017-05-22 06:43:30,2017-05-22 06:41:57,1.55
534878,Control,2017-04-05 23:26:22,2017-04-05 23:24:27,1.9166666666666667
535260,Test,2017-05-15 09:39:56,2017-05-15 09:36:02,3.9
535273,Control,2017-04-12 11:27:21,2017-04-12 11:25:53,1.4666666666666666
535308,Control,2017-06-04 10:51:38,2017-06-04 10:49:08,2.5
535456,Test,2017-04-16 20:49:02,2017-04-16 20:44:27,4.583333333333333
535673,Control,2017-04-07 18:53:56,2017-04-07 18:47:17,6.65
535999,Control,2017-04-07 20:18:38,2017-04-07 20:17:29,1.15
536431,Test,2017-04-05 09:46:26,2017-04-05 09:44:21,2.0833333333333335
537200,Test,2017-03-29 12:51:20,2017-03-29 12:47:15,4.083333333333333
537221,Control,2017-03-30 13:04:05,2017-03-30 13:02:23,1.7
537662,Control,2017-03-29 11:37:15,2017-03-29 11:24:33,12.7
537901,Control,2017-03-23 19:12:41,2017-03-23 18:57:05,15.6
538519,Test,2017-04-19 20:51:12,2017-04-19 20:49:46,1.4333333333333333
538600,Test,2017-04-24 09:39:54,2017-04-24 09:36:50,3.066666666666667
538801,Test,2017-04-05 13:28:55,2017-04-05 13:01:08,27.783333333333335
539094,Control,2017-04-12 11:19:12,2017-04-12 11:15:00,4.2
540036,Control,2017-04-06 15:08:19,2017-04-06 15:02:35,5.733333333333333
540589,Test,2017-04-03 15:35:24,2017-04-03 15:33:25,1.9833333333333334
541015,Test,2017-04-02 10:07:55,2017-04-02 10:06:02,1.8833333333333333
541159,Test,2017-05-05 15:58:15,2017-05-05 15:55:20,2.9166666666666665
541395,Test,2017-04-16 19:49:52,2017-03-31 09:56:12,23633.666666666668
541976,Test,2017-03-29 14:17:02,2017-03-29 14:14:19,2.716666666666667
541979,Test,2017-04-14 12:25:09,2017-04-14 12:20:06,5.05
542527,Control,2017-04-06 07:17:01,2017-04-06 07:13:07,3.9
542536,Test,2017-04-23 23:50:56,2017-04-23 23:43:13,7.716666666666667
542563,Control,2017-04-04 21:52:36,2017-04-04 21:51:16,1.3333333333333333
543460,Test,2017-04-05 11:38:37,2017-04-05 11:30:51,7.766666666666667
543787,Test,2017-04-02 16:43:06,2017-03-29 11:36:39,6066.45
543812,Control,2017-04-05 11:47:34,2017-04-05 11:42:11,5.383333333333334
543916,Control,2017-06-18 09:31:58,2017-06-06 11:28:11,17163.783333333333
544420,Test,2017-04-09 20:37:08,2017-04-09 20:31:14,5.9
544943,Test,2017-04-23 20:23:17,2017-04-03 13:56:55,29186.366666666665
545252,Control,2017-05-21 23:10:26,2017-05-21 23:06:49,3.6166666666666667
545273,Test,2017-04-16 21:41:56,2017-04-07 12:16:26,13525.5
545350,Test,2017-03-29 22:11:33,2017-03-29 22:09:17,2.2666666666666666
545449,Test,2017-04-05 15:01:17,2017-04-05 14:53:37,7.666666666666667
545824,Control,2017-04-19 15:47:30,2017-04-09 10:53:53,14693.616666666667
545887,Control,2017-05-09 18:44:55,2017-04-08 21:57:27,44447.46666666667
546110,Control,2017-04-04 18:54:56,2017-04-04 18:47:23,7.55
546146,Control,2017-03-30 03:07:44,2017-03-30 02:52:33,15.183333333333334
546158,Test,2017-04-08 15:57:33,2017-04-08 15:46:58,10.583333333333334
546244,Test,2017-05-04 21:05:51,2017-05-04 21:03:17,2.566666666666667
546337,Control,2017-06-13 10:29:07,2017-06-13 10:17:20,11.783333333333333
546461,Test,2017-03-30 18:57:12,2017-03-30 18:52:55,4.283333333333333
546664,Control,2017-04-06 19:16:46,2017-04-06 19:08:31,8.25
547156,Control,2017-03-29 11:14:55,2017-03-29 11:09:19,5.6
547252,Control,2017-04-02 11:36:46,2017-03-30 13:08:58,4227.8
547427,Control,2017-04-12 13:26:09,2017-04-12 13:20:35,5.566666666666666
547839,Control,2017-04-11 20:47:00,2017-04-11 20:37:03,9.95
547868,Control,2017-04-06 17:42:32,2017-04-06 17:32:26,10.1
548028,Control,2017-03-31 12:11:16,2017-03-31 12:01:31,9.75
548340,Control,2017-04-12 14:27:44,2017-04-12 14:26:09,1.5833333333333333
548398,Control,2017-04-12 22:30:40,2017-04-12 22:28:13,2.45
549038,Control,2017-05-23 11:10:03,2017-05-23 11:08:39,1.4
549182,Control,2017-03-29 18:05:12,2017-03-29 18:01:53,3.316666666666667
549217,Test,2017-04-03 21:28:52,2017-04-03 21:02:54,25.966666666666665
549586,Test,2017-05-30 15:14:20,2017-05-30 15:09:17,5.05
549848,Test,2017-04-05 18:22:38,2017-04-05 18:16:33,6.083333333333333
549987,Control,2017-05-01 03:24:29,2017-05-01 03:14:36,9.883333333333333
550099,Control,2017-04-05 11:45:25,2017-04-05 11:38:38,6.783333333333333
550126,Test,2017-04-02 13:24:41,2017-04-02 13:18:21,6.333333333333333
550255,Test,2017-04-12 12:20:31,2017-04-12 12:06:40,13.85
550276,Control,2017-03-29 11:20:09,2017-03-29 11:07:22,12.783333333333333
550508,Control,2017-03-29 19:11:01,2017-03-29 19:08:27,2.566666666666667
550793,Test,2017-03-29 12:08:04,2017-03-29 12:02:10,5.9
550819,Control,2017-03-29 14:25:46,2017-03-29 14:20:01,5.75
550876,Control,2017-04-15 19:55:52,2017-04-15 19:53:32,2.3333333333333335
550953,Control,2017-04-04 20:16:51,2017-04-04 20:12:46,4.083333333333333
550960,Test,2017-04-27 17:45:55,2017-04-27 17:24:55,21.0
551780,Control,2017-04-04 16:24:06,2017-04-04 16:19:01,5.083333333333333
551983,Control,2017-04-19 19:31:44,2017-04-19 19:28:13,3.5166666666666666
552360,Test,2017-04-19 11:22:49,2017-04-19 11:14:02,8.783333333333333
552481,Test,2017-05-04 09:08:08,2017-05-04 09:04:33,3.5833333333333335
552720,Test,2017-06-04 13:18:59,2017-06-04 13:17:10,1.8166666666666667
552898,Test,2017-04-08 16:10:58,2017-04-06 19:39:11,2671.7833333333333
553313,Test,2017-04-05 13:33:08,2017-04-05 13:23:02,10.1
553410,Test,2017-03-28 22:05:42,2017-03-28 22:03:49,1.8833333333333333
553433,Control,2017-04-12 22:08:51,2017-04-12 22:05:06,3.75
553718,Control,2017-06-15 19:28:37,2017-06-15 19:26:39,1.9666666666666666
553887,Test,2017-05-20 15:52:46,2017-05-20 15:51:05,1.6833333333333333
553978,Control,2017-04-03 17:49:58,2017-04-03 17:47:13,2.75
554244,Test,2017-04-19 12:04:23,2017-04-19 12:02:06,2.283333333333333
554955,Test,2017-04-12 17:55:16,2017-04-12 17:48:57,6.316666666666666
555410,Test,2017-04-19 17:02:50,2017-04-19 17:00:19,2.5166666666666666
555975,Test,2017-03-31 14:18:10,2017-03-31 14:16:35,1.5833333333333333
556046,Test,2017-05-23 21:56:49,2017-05-23 21:55:54,0.9166666666666666
556258,Test,2017-05-23 17:54:50,2017-05-23 17:49:00,5.833333333333333
556488,Test,2017-04-05 11:39:36,2017-04-05 11:33:07,6.483333333333333
556775,Control,2017-04-02 10:39:23,2017-03-29 11:09:59,5729.4
556786,Control,2017-04-19 13:13:38,2017-04-05 15:19:00,20034.633333333335
557273,Test,2017-04-08 10:39:08,2017-04-08 10:37:05,2.05
557311,Test,2017-04-17 12:40:18,2017-04-17 12:38:47,1.5166666666666666
557659,Test,2017-04-05 11:57:20,2017-04-05 11:41:42,15.633333333333333
557808,Test,2017-03-29 12:08:54,2017-03-27 14:36:37,2732.2833333333333
558109,Test,2017-04-05 16:57:05,2017-04-05 16:52:20,4.75
559432,Test,2017-04-05 00:25:11,2017-04-05 00:15:52,9.316666666666666
559435,Control,2017-04-04 23:34:40,2017-04-04 23:31:45,2.9166666666666665
559468,Test,2017-04-19 21:05:36,2017-04-19 18:51:47,133.81666666666666
559881,Control,2017-06-17 21:00:18,2017-06-17 20:58:10,2.1333333333333333
559937,Test,2017-04-11 19:51:59,2017-04-04 21:26:54,9985.083333333334
560486,Test,2017-04-14 08:00:33,2017-03-31 07:55:40,20164.883333333335
560548,Control,2017-05-28 10:41:24,2017-05-28 10:39:08,2.2666666666666666
560675,Test,2017-03-29 20:39:38,2017-03-29 20:34:17,5.35
560810,Test,2017-03-31 13:54:02,2017-03-31 13:50:41,3.35
560848,Control,2017-04-12 18:14:36,2017-04-12 18:11:51,2.75
560955,Control,2017-04-11 16:35:14,2017-04-10 10:59:17,1775.95
561499,Test,2017-06-02 09:34:16,2017-06-02 09:30:37,3.65
561544,Test,2017-04-19 14:43:26,2017-04-19 14:41:37,1.8166666666666667
562145,Test,2017-05-06 14:27:20,2017-04-08 11:47:00,40480.333333333336
562427,Control,2017-03-29 11:28:37,2017-03-29 11:13:51,14.766666666666667
562592,Test,2017-05-29 10:06:14,2017-05-29 09:54:38,11.6
563419,Test,2017-04-05 11:08:53,2017-04-05 11:06:21,2.533333333333333
563572,Test,2017-05-03 18:04:01,2017-05-03 17:55:50,8.183333333333334
563663,Test,2017-05-12 21:34:32,2017-05-12 21:33:20,1.2
563851,Test,2017-04-05 11:43:04,2017-04-05 11:05:03,38.016666666666666
563859,Control,2017-03-29 11:09:19,2017-03-29 11:06:54,2.4166666666666665
564529,Test,2017-04-13 14:58:49,2017-04-06 13:02:42,10196.116666666667
564806,Control,2017-04-12 19:20:14,2017-04-12 19:18:38,1.6
564880,Control,2017-04-21 04:51:49,2017-04-01 11:38:54,28392.916666666668
565576,Control,2017-04-13 01:24:08,2017-04-13 01:13:41,10.45
566009,Test,2017-04-27 14:03:38,2017-04-27 13:59:14,4.4
566137,Test,2017-03-29 11:10:16,2017-03-29 11:06:10,4.1
567050,Test,2017-04-04 07:21:14,2017-04-04 07:14:04,7.166666666666667
567520,Test,2017-04-04 15:48:11,2017-04-04 15:27:22,20.816666666666666
567717,Control,2017-03-29 12:13:03,2017-03-29 12:06:39,6.4
568159,Control,2017-04-25 17:40:35,2017-04-25 17:18:49,21.766666666666666
568680,Test,2017-04-17 00:49:18,2017-04-16 10:54:49,834.4833333333333
568867,Test,2017-03-29 11:46:25,2017-03-29 11:36:35,9.833333333333334
570484,Control,2017-03-29 16:01:13,2017-03-29 15:40:29,20.733333333333334
571600,Test,2017-04-05 13:47:01,2017-04-05 13:45:29,1.5333333333333334
571660,Control,2017-04-05 21:28:36,2017-04-05 21:24:40,3.933333333333333
571941,Control,2017-06-19 14:14:54,2017-06-19 14:13:39,1.25
572142,Test,2017-04-05 15:30:45,2017-04-05 15:26:26,4.316666666666666
572266,Control,2017-04-05 12:33:51,2017-04-05 12:13:21,20.5
572522,Test,2017-04-19 15:57:44,2017-04-19 15:40:57,16.783333333333335
572542,Test,2017-04-03 11:41:12,2017-04-03 11:39:38,1.5666666666666667
572617,Test,2017-04-14 18:17:16,2017-04-07 17:06:49,10150.45
573200,Test,2017-03-30 09:31:57,2017-03-30 09:27:26,4.516666666666667
573355,Test,2017-05-27 10:44:58,2017-04-21 17:48:15,51416.71666666667
574136,Control,2017-04-26 07:06:31,2017-04-26 07:01:33,4.966666666666667
574163,Test,2017-04-10 18:41:01,2017-04-10 18:36:39,4.366666666666666
574571,Test,2017-04-13 09:35:38,2017-04-12 10:40:20,1375.3
574728,Test,2017-03-29 19:51:08,2017-03-29 19:44:29,6.65
574898,Test,2017-04-09 21:01:02,2017-04-09 20:50:28,10.566666666666666
575199,Test,2017-03-30 11:27:47,2017-03-30 11:21:56,5.85
575804,Test,2017-04-09 13:30:45,2017-04-05 22:18:19,5232.433333333333
576605,Control,2017-06-11 11:53:58,2017-06-11 11:49:09,4.816666666666666
576893,Control,2017-06-20 17:35:52,2017-03-15 19:30:58,139564.9
577051,Control,2017-04-03 19:59:52,2017-04-03 19:51:34,8.3
577427,Test,2017-04-06 11:12:06,2017-04-06 11:08:16,3.8333333333333335
578478,Control,2017-05-22 20:51:09,2017-04-05 08:48:28,68402.68333333333
578735,Test,2017-04-16 14:58:51,2017-04-06 14:00:32,14458.316666666668
578841,Test,2017-03-29 11:27:35,2017-03-29 11:24:15,3.3333333333333335
579429,Control,2017-04-12 15:59:15,2017-04-12 15:52:37,6.633333333333334
579500,Test,2017-04-16 13:32:39,2017-04-16 13:04:16,28.383333333333333
580208,Test,2017-06-03 17:32:08,2017-06-03 17:26:24,5.733333333333333
580395,Test,2017-04-02 11:37:54,2017-04-02 09:58:36,99.3
580584,Control,2017-05-18 12:08:46,2017-05-18 12:03:24,5.366666666666666
580619,Test,2017-04-05 14:05:45,2017-04-05 14:03:58,1.7833333333333334
580849,Test,2017-04-27 16:14:40,2017-04-27 16:12:42,1.9666666666666666
581041,Test,2017-06-05 09:35:47,2017-04-03 09:11:25,90744.36666666667
581655,Test,2017-05-10 15:32:49,2017-05-10 15:30:14,2.5833333333333335
581882,Control,2017-04-19 20:57:13,2017-04-19 20:54:28,2.75
